在籍日数,対象日,ID,入社日,会社,部署,パーソナリティタイプ,4特性,第一因子,新奇_スコア,外交_スコア,順応_スコア,安定_スコア,分析_スコア,指導_スコア,調和_スコア,ライスケール,新奇_強み判定,外交_強み判定,順応_強み判定,安定_強み判定,分析_強み判定,指導_強み判定,調和_強み判定,対象スコア,集まったNPS,NPS平均,HaKaSe NPS,レビュー数,良かった点の数,コメント数,コミュニケーション,主体的な行動,目標達成意識,人脈づくり,周囲へのサポート,自信,情報収集力,継続力,論理的思考,リーダーシップ,創造性,冷静な対応,顧客志向,進行管理,本質を理解する力,コメント
87,2024/06/27,4601335,2024/04/01,Septeni Japan株式会社,Septeni Japan 第二営業本部第四営業部二課,仲間想いのリーダー,冒険型,順応,21,24,25,11,9,10,22,6,0,1,1,0,0,0,1,7.816,[10 10  6  9  9  7  8  9  7  7  8  8  7  5],7.857,7.816,14,80,8,86%,64%,29%,71%,29%,79%,14%,21%,14%,50%,29%,21%,7%,36%,21%,"・みつです、2Qお疲れ様でしたー！ 毎日日報見ていて、「分からないことも含めて楽しい」というのが裕介くんの強みだなあとめちゃくちゃ感じてて（笑） 広告業界で働いてると今後も分からないことのオンパレードでなかなかハードな毎日やと思うけど、部署は違えどこれからも一緒に頑張っていこ~！
・最初でなかなかなれない中、しっかり食らいついているのを感じます。コメントの質やコミュニケーションもみるみる成長しており、これから期待です。
・物事の言語化など上手い。 主体的な行動もあり、成長していく未来しか見えないので引き続き、頑張ってもらえると。
・インプットが多く大変な時期かと思いますが、持ち前の元気の良さで部を盛り上げていってください！
・コミュ力たかい！何事にも主体的に動いている姿、尊敬します
・常に上昇志向に身を置く。 主体的にタスクを課している。
・向上心Maxの部分見習いたい！負けじと頑張ります！
・ガツガツ頑張ってください"
87,2024/06/27,4601337,2024/04/01,Septeni Japan株式会社,Septeni Japan 第二営業本部第一営業部一課,チームの名サポーター,協調型,順応,19,18,26,11,18,11,25,5,0,0,1,0,0,0,1,6.212,[ 6  3  5  7  7 10  6],6.286,6.212,7,24,5,100%,57%,14%,43%,14%,57%,0%,14%,0%,0%,0%,14%,0%,0%,29%,"・タイガの爆発にはもっと期待してます！まずはとにかく経験をすること、それでたくさん失敗をしてそこから学ぶこと！とにかく吸収する時期なのでぺしゃんこになりながら、量をこなして、負けず嫌いのタイガを見せてくれ！
・どれだけ仕事ができても、普段のコミュニケーションや素行次第では周りの人もついてきてくれないと思うので、 「この人と一緒に仕事したい」と思わせられるような営業マンになってください。期待してます！
・営業としての筋の良さを感じる瞬間は多くある一方で、まだ社会人としての基礎がやや固まっていない部分も見受けられるので、「当たり前の当たり前に行う」ことをまずは徹底して段階的に成長していこう！
・入社して3か月経ったけどどうかな？ 正直これからもっと大変になると思うので、特に1年目はいろいろな先輩を頼ってガンガン成長していこう！
・場が明るくなるような発言を、対面でもスラック上でも行っていた"
87,2024/06/27,4601340,2024/04/01,Septeni Japan株式会社,Septeni Japan 第二営業本部第一営業部二課,イノベーションマスター,冒険型,外交,23,23,18,11,16,15,20,8,1,1,0,0,0,0,0,6.164,[5 8 6 6 6],6.2,6.164,5,9,2,60%,40%,0%,20%,20%,0%,20%,0%,0%,0%,0%,0%,0%,20%,0%,"・レビューの話し方に安定感があってナイスです！ 今後は自分主体で動いていくことを意識しながら、さらに吸収スピードと行動量を増やしていけるとより成長が早くなると思います。 頑張ろう！
・まずは3ヵ月お疲れ様でした！ 分からないことが多く大変だったと思うけど日々できることが増えてきているかなと思います、引き続きよろしく！"
87,2024/06/27,4601346,2024/04/01,Septeni Japan株式会社,Septeni Japan 第二営業本部第三営業部一課,チームの名サポーター,協調型,調和,15,12,20,17,13,3,23,4,0,0,1,0,0,0,1,7.226,[ 7  5  7  8  5  8 10  5  9  8  7  8],7.25,7.226,12,51,7,54%,46%,23%,23%,8%,23%,38%,54%,23%,0%,0%,31%,0%,31%,38%,"・ハピメでお世話になってます！引き継いだ当初から媒体のことをちゃんと勉強してmtgで話してくれてるんだなって思ってました！すごい、、、、コンサルの私より媒体知識あるんじゃない？って思うときある！これからもよろしくお願いします！
・レポートの分析から社内での進行を主に行って貰っているが、適格な情報のとりまとめができている印象。 今後は、実際の進行や報告業務をして貰い積極的に現場での実績を積んでほしいと思う。
・タスクの抜け漏れがなく、一度依頼したことは期日までに必ず提出してくれる点や、コツコツと継続する力が長所だなと思います！ 案件で自走できるよう、これからも頑張っていこう～！！
・もっと自信もって自分から発信できるとマインドの向上につながるし、周りからの見え方もさらに良くなると思います！ガッツあるなと勝手に感じてるのでこれからに期待してます！
・お疲れ様です！GSETで一緒に動いているけど、一度言われたことをすぐ学んで次に活かせているのがとても◎です！引き続き頑張ろう
・寿司打など継続できていてすごいです。 顧客に向き合った際も持ち前の継続力を発揮してほしいです
・アウトプットも含め非常に積極的だな。と好感を抱いてます。 継続を！"
87,2024/06/27,4601354,2024/04/01,Septeni Japan株式会社,Septeni Japan 第二営業本部第二営業部二課,フィクサータイプ,冒険型,新奇,26,10,7,25,19,16,15,2,1,0,0,1,0,0,0,5.935,[ 5 10  6  5  6  2  8  7  5],6,5.935,9,22,4,10%,20%,10%,0%,0%,30%,10%,10%,10%,0%,50%,30%,10%,20%,10%,"・八木の良さを前面にだして、失敗を恐れずにチャレンジしていく事を期待してます！ きっと徐々にできる事や関わる人が増えていくので、周りとの比較ではなく、 自分が立てた計画に対して日々こだわっていきましょう！
・現状、わからないところが多い中、与えられたことは愚直に対応してくれてると思うので、 7月以降は自発的なアクションや周りとの関わりみたいな動き方を期待してます
・情報処理の速度が速く、柔軟な想像力もある！ 顧客視点やビジネス的なコミュニケーション力を身につけ、自信に繋げてほしいです！
・リード力に期待しています！"
87,2024/06/27,4601288,2024/04/01,Septeni Japan株式会社,Septeni Japan 統合ﾏｰｹﾃｨﾝｸﾞ本部ｽﾄﾗﾃｼﾞｯｸﾌﾟﾗﾝﾆﾝｸﾞ部直下,プランニングマスター,計画型,調和,19,10,20,17,24,7,28,8,0,0,0,0,1,0,1,8.969,[10  9  8  8 10],9,8.969,5,33,1,80%,80%,40%,0%,40%,60%,60%,40%,40%,20%,20%,60%,0%,60%,60%,・・自主的なインプット・アウトプット ・資料作成スキル ・吸収力の早さ ・キャッチアップ力 などあらゆる面においてポテンシャルが非常に高いと感じてます！ リサーチ業務の吸収力も早くてとても助かっています！ 今後の期待大！！
87,2024/06/27,4601291,2024/04/01,Septeni Japan株式会社,Septeni Japan 統合ﾏｰｹﾃｨﾝｸﾞ本部統合ｸﾘｴｲﾃｨﾌﾞ部三課,仲間と歩む探求者,冒険型,調和,21,18,20,16,16,6,24,7,1,0,0,0,0,0,1,8.37,[8 9 8 8 9 9 9 7],8.375,8.37,8,51,3,75%,75%,25%,25%,62%,25%,62%,50%,25%,12%,25%,62%,12%,62%,38%,"・はやてくんの仕事への真摯な姿勢や高い業務遂行能力には本当に感心しています！これからもその姿勢を忘れず、更なる成長に向けて頑張ってください！
・この時期から、アウトプットに臆さず、Slackのチャンネルで情報を発信しているの流石だなと思ってます！
・新しい場所でも頑張ってください！"
87,2024/06/27,4601300,2024/04/01,Septeni Japan株式会社,Septeni Japan 統合ﾏｰｹﾃｨﾝｸﾞ本部ｱﾌｨﾘｴｲﾄ部一課,気配りオールラウンダー,協調型,順応,16,10,28,18,19,6,18,7,0,0,1,0,0,0,0,7.396,[ 6  7  7  8  6  8 10  8  5  7  8  8  9  7],7.429,7.396,14,70,9,100%,50%,14%,57%,57%,7%,50%,43%,21%,0%,0%,43%,14%,21%,21%,"・社会人最初の3ヶ月お疲れ様。ひろきにビシバシ鍛えられて確実に成長を感じているよ。 持ち前のコミュ力を活かしながら、秘めた負けん気で諦めずに継続をしていけばきっと立派な社会人になってくれそうな予感を感じてます。今は大変でも未来の成長した自分を想像しながら頑張ってくれ。期待してるで！
・「行動量」が良い点だと思った ・1on1や普段の会話で部のメンバーと積極的にコミュニケーションを図っている ・日報の内容や構成を見ていて、言われたことをすぐに素直に行動に移している ・着実に積み上げたい気持ちもある中沢山MTGに参加し、立ち止まらず沢山経験を積む努力をしていた
・周囲と強調してチームワークを高めながら仕事で成果を上げていくという大切な部分を理解できているところが彼女のすごさだと感じた。大変な事は多いと思うけど、周囲に味方を作りながら諦めずに前進していけばきっと大きな成果を上げられると思ます。
・実はシャイな部分がもあるだろうが、慣れない環境の中で積極的にコミュニケーションを取って行動している姿はとても素晴らしいと思う。日進月歩、まずは一つ一つを大切な刺激としてインプットして成長してほしい。
・■良かった点（今後の期待） 業務上でかかわることはないが部会資料や発表が非常に整理されていてよく考え、工夫していると感じた。 業務経験が増えていけば今後AF部にとって貴重な戦力になると感じている。
・組織に早速馴染めている印象を受ける。まだ実務に取り掛かったばかりながら、周囲からのサポートを受けられるように自発的にアクションをしていると思う。これからに期待しています！
・研修時にも、積極的な発言が目立っていた。落ち着いている性格だと思うが、クリティカルな意見を持ち積極的にワークに参加している印象を受けた。
・徐々に実務も増えていく中、 壁にぶつかることもあるだろうけどにこちゃんなら冷静に対応できると思ってます！！ 頑張って！
・部署の人たちと積極的に関わろうとする姿勢に感動してます！"
87,2024/06/27,4601306,2024/04/01,Septeni Japan株式会社,Septeni Japan 統合ﾏｰｹﾃｨﾝｸﾞ本部ﾒﾃﾞｨｱ戦略推進部二課,チームの支え手,計画型,順応,17,21,27,14,26,15,26,13,0,0,1,0,1,0,1,8.209,[ 9  7  8 10  8  8  8  8  7  8  8 10],8.25,8.209,12,66,10,83%,50%,42%,58%,50%,33%,17%,42%,8%,0%,8%,67%,0%,42%,50%,"・まだ直接の仕事上の絡みをないけど、トレーナーと会話したり、MTGの際に質問してくれる部分からコツコツと積み上げることができる素養をたくさん感じています。着々と力を積み上げることができるタイプだと思うのでいろいろなことに挑戦して仕事において得意なこと、苦手なことを見つけてください。
・落ち着いた丁寧な対応が印象的でした。 PowerPointのレイアウトやナレッジ７での登壇の業務に一生懸命に取り組んでいました。 ある時は業務に真剣に取り組む、ある時は同期や先輩との人脈作りに励むなどの切り替えがきちんとできていてすごいなと思いました！
・お願いした業務は責任感かつ意志を持って遂行してくれ、かつアウトプットはいつも期待値を超えたものを出してくれ、とても助かっています＆感心しています！好き・得意を見つけて尖らせて、自分だけのタグをつけていこう◎
・日報で日々疑問を色んな人に質問して学びを深めていたり、メンバーとのやり取りを見ていてもコミュニケーション力の高さが印象的でした！ 下期もその調子で学びを広げ色んな経験&自信をつけ、活躍する姿が楽しみです！
・あすみんおつかれさま～！ 直接業務で関わるタイミングは少ないけど、落ち着いて堂々として仕事しててすごいなって思ってます！ あと個人的にめっちゃ発表聞きやすい！これからもファイトです～～
・いつも冷静で卒なくなんでもこなせる印象。 まだ3ヶ月ですがすでに主体的に動けるようになってきていて素晴らしい！ スピーカーもすごく上手なので、これからもっと磨いていってほしいです！
・前のめりでポジティブに行動できていて吸収力が高い。コミュニケーションも臆することなくいろんな人に自ら声掛けができている。
・常に堂々としていて尊敬する！実務においても持ち前のコミュニケーション能力を活かしてね^^
・受け答えや日報の面白さなど人を惹きつける力があってめっちゃ良いと思います！
・媒体テストの進行、各種広報の対応ありがとう！ とても頼もしかったです！"
87,2024/06/27,4601308,2024/04/01,Septeni Japan株式会社,Septeni Japan 統合ﾏｰｹﾃｨﾝｸﾞ本部統合ｸﾘｴｲﾃｨﾌﾞ部一課,チームの名サポーター,協調型,順応,10,12,24,17,17,4,20,12,0,0,1,0,0,0,1,8.319,[8 8 9 8 8 9],8.333,8.319,6,26,3,50%,33%,33%,17%,17%,17%,33%,33%,50%,0%,0%,67%,0%,50%,33%,"・どんどんどんどん色んな先輩から吸収して、疑問に思ったことは必ず解消して、自身のスキルの土台を作っていってください！ 言われたことをやるのがゴールではなく、何のための作業なのか？目的を理解した上で何事も進められるとより本質的なアウトプットになると思います！期待してます！
・タスク処理の速さ、課題に対する積極性が高いと思います。 これからはMTGやSlack等での部外の方々とのコミュニケーション面においてもより積極性が持ててくるとさらに良いと思ってます。
・わからないことや苦手なことは、すぐに情報収集をして自分に取り入れる、吸収力がすごいなと思います。"
87,2024/06/27,4601309,2024/04/01,Septeni Japan株式会社,Septeni Japan 統合ﾏｰｹﾃｨﾝｸﾞ本部ﾒﾃﾞｨｱ戦略推進部二課,イノベーションマスター,冒険型,外交,21,24,14,12,18,16,18,16,1,1,0,0,0,0,0,8.035,[ 9  7  7  6 10  8  8  8  8  8  8 10  8],8.077,8.035,13,55,9,64%,79%,14%,43%,21%,64%,14%,14%,14%,0%,14%,14%,0%,21%,14%,"・・良かった点 LINEテストにおけるBNへの働きかけは積極性があり良かったと思います。  ・今後の期待 タスク整理・優先順位付けに加えて、 対応方法のイメージを自主的に考え、それを関係者に共有できるようになるとより良くなると思います。  3ヶ月おつかれさま！
・笑顔で業務に取り組んでいて、周囲を明るくする力がある印象です！またやりたいことや目標の意思表示は実現するためにとても良いことだなと思って見ていました。 3Q以降は社会人としての基礎を早期に固め、やりたいことに近づけるよう学びを広げていきましょう！
・本質を理解しようと考え質問するスタンスはとても大事なので素晴らしいと思っています。これからは今までと違い仕事という文脈で考えた場合の得意なこと、苦手なことを理解しながら、その中で活かせる自分の個性を見つけるところから始めるのも良いかと思います。
・当初から言ってた英語力や人前で話すのが好きというのを早くも活かせた4-6月だったんじゃないかなと！ 早くも自分の「タグ」ができているのは素晴らしい！これからもどんどん手を上げて動いて「タグ」を増やしていってね！
・GreenBadge本当におつかれさま～～！ 自分から周りに積極的に声掛け & プッシュしに行く姿、さすがでした！ これからも持ち前のコミュ力と積極性を生かしてがんばってね～！
・前のめりにポジティブに行動できていて吸収力が高い。コミュニケーションも臆することなくいろんな人に自ら声掛けができている。
・早速自分の強み生かせててすごい！ 自分からコミュニケーション取りにいってるのもいいね！
・業務の進行状況について、時には自ら赴いて課題解決をしていた
・英語力私も身に着けたい～～！"
87,2024/06/27,4601324,2024/04/01,Septeni Japan株式会社,Septeni Japan 統合ﾏｰｹﾃｨﾝｸﾞ本部ﾒﾃﾞｨｱ戦略推進部一課,チームの名サポーター,協調型,調和,24,10,23,19,20,8,26,7,1,0,1,0,0,0,1,7.873,[ 7  8  7  8  7  8  7  7  8  9  6  9 10 10],7.929,7.873,14,68,9,33%,27%,53%,13%,60%,0%,53%,47%,40%,13%,0%,40%,0%,40%,33%,"・3ヶ月間お疲れ様でした。初めてのことばかりの中一生懸命業務に取り組んでくれてありがとう！ 情報収集力や丁寧さ、いろんな知識を積極的に学ぼうとする姿勢が特に目立っていたと思います。 3Qでは、2Qで身につけたベースとなる知識を活用して、より実践的な経験をたくさんしていきましょう！
・METAの試験の目標達成おめでとう！ちのちゃん主導でしっかり考え、アクションして得た結果、素晴らしい！ メディアは地道なアクションも結構多いけど、結構大事。どうすればみんなが動いてくれるか考えて動き続けた3ヶ月は今後にすごく生きると思います。これからもがんばー！！
・ちのちゃんおつかれさま～～！ 持ち前の丁寧さと情報収集力、ちのちゃんならではの武器だなと思っていつも日報をみてます！ 7月からTikTokでさらに関わる頻度増えるので、よろしくね！
・Blueprintの試験でわからないことあったらすぐに聞けるようなオープンなコミュニケーションが取れている方。 対応スピードも高くとても頼りになりました。
・ブループリントのサポート業務がいつも丁寧で、BNとは思えない冷静な対応だった。 自ら知識を身に着けようとする意欲が高かった。
・僕が知りたいことの何倍も情報をくれた。 密な連絡もしてくれて、とても助かった。
・ブループリントおつかれー！ 学習意欲高くてすごいなと思ってます！
・論理的に物事を考えて仕事に取り組めている。
・Blueprintサポートお疲れ様でした！"
87,2024/06/27,4601341,2024/04/01,Septeni Japan株式会社,Septeni Japan 統合ﾏｰｹﾃｨﾝｸﾞ本部統合ﾌﾟﾗﾝﾆﾝｸﾞ部二課,チームワークの達人,冒険型,調和,19,19,19,11,20,20,23,5,0,0,0,0,0,0,1,5.425,[2 7 5 7 5 5 4 5 5 6 9],5.455,5.425,11,29,8,18%,18%,9%,9%,9%,82%,18%,27%,9%,0%,9%,36%,0%,9%,9%,"・日々葛藤も多いと思いますが、ちゃんと1つずつを受け止めて着実に成長している姿をみています。 地頭の良さや興味があることへ深掘って向き合う点は優れている点だと思うので、社会人としてのコミュニケーション力＆ビジネススキルを今後より身に着けていって、さらなる成長をしてくれることに期待で
・3ヶ月お疲れ様でした！ 朝早くから始めて、一つ一つ理解を積み重ねようとする姿勢が伝わってきてます！ まだ勝手がわからず指摘してもらうことも多くて悩むかもだけど、今が土台になって自由に自分の考えをもとに仕事できるようになっていくので、引き続きがんばってください！応援してます！
・■良かった点 メンタルの強さ＆自信 ■今後の期待 ・相対評価の視点を取り寄せること ：自己評価と他己評価のギャップを少なくすること ・ヒトの話を最後まで聞くこと（聞いてるように見えること（傾聴力）） ・相手の立場に立ち、相手と自分の折衷案をつくること ・業務の効率化
・理想と現状のギャップに目を向ける”問題意識”をやしなうこと、そしてそれを意識にとどめず、具体の改善アクションに落とし込むことをより徹底することで、高く見据えている目標を達成するための推進力が今後生まれてくるのではないかと思います。
・まだまだ難しいことやわからないことも多いと思いますが、一歩一歩着実に成長していけると良いなと思います。サポートは整っている組織なので、上手く一緒に並走しつつ、自走を目指していきましょう！
・現状、業務の経験が少ないため判断するサンプル数が少ない。 ただ今後の期待としてはコミュニケーションの改善を一番最初に行いつつ、自身の強みを人に伝えられるようにできるとよい。
・SEPの中でもかなり高度な内容を扱っている中で、BNながら食らいついていこうという姿勢は素晴らしかった！ FKRも積極的に利用してくれてとってもありがとう
・自分のできることをやり遂げようとする姿勢を感じます！今後さらにスキルを身に付け、周囲への貢献機会をより増やしていくことを期待しています！"
87,2024/06/27,4601345,2024/04/01,Septeni Japan株式会社,Septeni Japan 統合ﾏｰｹﾃｨﾝｸﾞ本部ｱﾌｨﾘｴｲﾄ部一課,プランニングマスター,計画型,分析,16,6,14,11,21,6,20,0,0,0,0,0,1,0,1,7.962,"[ 7  7  7 10  6  8  8  8  8  7  8 10  9  8 10  8 10  5  8  7  7  9  9  9
  7]",8,7.962,25,145,11,48%,44%,28%,28%,36%,8%,64%,24%,88%,8%,12%,84%,12%,20%,76%,"・顧客を担当することになったが、不明点を洗い出しながらしっかりとインプットし、社外とのコミュニケーションを危うげなく進行している。分析力・思考力が優れていると思うので、どうやったら顧客ビジネスを最大化できるのか？にフォーカスして積極的にアウトプットしていってほしいです！
・社会人最初の3ヶ月お疲れ様。持ち前のクレバーさの片鱗を早くも感じているよ。 今は遠回りに感じることも、必ず未来のいつかの何かに役立つので今は死に物狂いで食らい付いてきて。 点と点が線になり、線と線が面になった時、君は最強になると思っている。期待してるで！
・■良かった点（今後の期待も含む） まだ入社して間もないが思慮深く、正確な分析や言語化ができていた点 └介護案件でのLP分析の内容が該当 とても新卒入社とは思えない内容になっており、現場での経験を踏まえれば貴重な戦力になると期待。
・意見や考えをたくさん出してくれるだけでなく、他の人の意見や話を取り入れて修正する力がすごくあるなと思いました！ 周囲への細かい気配りもしてくれて、何度も助けてもらってうれしかったです！
・考えるということに関して高いレベルのスキルを持っていると思いました。自分の考えは自信を持ってアウトプットして、周囲からのフィードバックを素直に受けていけばきっと大きく成長できるはず。
・日々隣で細かい業務を見ているわけではないが、それが想像できる日報の内容だなと驚いている。素晴らしい。まとめ方もうまいが、インプットの中で本質を捉える力がとても強いんだと感じる。
・物事を冷静に捉えることができ、それを論理的に思考して行動に移すことができる。 コミュニケーション力もあるので、今後もっと活躍するだろうと思っています。
・分析力と思考力の高さ尊敬してるし、いつも刺激もらってます。 業務への活かし方を確立できたら、案件も耕平自身もどんどんレベルアップさせていけそう！
・入社して3ヵ月お疲れ様！ 耕平君のインプットの質や分析能力は強みだと思うので、 下期もその強み活かしてもっと成長すると思ってます！！
・GWにて冷静に話を進めて、話の裏付けを行ってくれたこと。情報収集を積極的にして共有してくれるところ。
・自らいろいろな案を提案してくれるところ"
87,2024/06/27,4601358,2024/04/01,Septeni Japan株式会社,Septeni Japan 統合ﾏｰｹﾃｨﾝｸﾞ本部統合ｸﾘｴｲﾃｨﾌﾞ部二課,チームの支え手,計画型,調和,12,13,20,13,18,12,21,0,0,0,1,0,1,0,1,8.274,[ 9  8  8  8  8  9  7 10  9  7],8.3,8.274,10,50,5,60%,40%,30%,10%,30%,10%,50%,40%,40%,10%,50%,30%,0%,40%,60%,"・分からないことを理解しようとする姿勢がまず良いと思いました！ 分からないことしかないのがまだまだ当たり前なので、分からないことをいかに他の人よりも多く持ち、解決していくか？で成長の速度に差が出ると思います。 今後のやべっちの成長に期待です！
・誰に対しても、気持ちの良いコミュニケーションをとっており、BNの姿勢として学ぶ姿勢も素晴らしいです。謙虚な姿勢も好感が持てるので、そのままのキャラクターでどんどん積極的にアクションしていってください！
・広告分析を毎日継続しているのさすがだなと思ってます！この継続が必ず今後の糧になると思うので、一緒に案件に入ってやべっちのアイデアを見れるのが今から楽しみです！
・やべっちの仕事への真摯な姿勢や高い業務遂行能力には本当に感心しています！これからもその姿勢を忘れず、更なる成長に向けて頑張ってください！
・コンペで少し関わらせていただきましたが、スムーズな連携や提案のサポートをいただき大変助かりました！"
87,2024/06/27,4601362,2024/04/01,Septeni Japan株式会社,Septeni Japan 統合ﾏｰｹﾃｨﾝｸﾞ本部統合ｸﾘｴｲﾃｨﾌﾞ部三課,仲間と歩む探求者,冒険型,順応,25,17,26,14,19,8,26,3,1,0,1,0,0,0,1,8.611,[ 9  8  8  9  9 10  9  7],8.625,8.611,8,40,3,88%,50%,12%,12%,75%,50%,25%,25%,0%,12%,75%,38%,0%,0%,38%,"・さほちゃんの仕事への真摯な姿勢や高い業務遂行能力には本当に感心しています！これからもその姿勢を忘れず、更なる成長に向けて頑張ってください！
・クリエイティブティ溢れる思考が素晴らしい。その視点を失わずに、論理的思考を身につけていったら無敵になれると思います！
・案件でブレストして豊かな創造性に驚かされました！今後、さほちゃんのアイデアが世に出るのが楽しみです！"
87,2024/06/27,1000301,2024/04/01,株式会社セプテーニ・ホールディングス,ｾﾌﾟﾃｰﾆ・ﾎｰﾙﾃﾞｨﾝｸﾞｽ CEOｵﾌｨｽ経営企画部経営企画課,革新のエンジン,戦略型,外交,17,28,22,14,25,4,23,5,0,1,0,0,1,0,0,7.237,[ 6  7  4 10  9  9  6  7  6  9],7.3,7.237,10,49,7,9%,55%,27%,45%,27%,27%,55%,55%,36%,36%,0%,18%,0%,18%,36%,"・まずは入社３カ月、お疲れさまでした！　今年のCEOオフィスBNは本配属が後ろ倒しになっている分、インプットする情報や学ぶべきテーマも２倍になっているなかで、根気強く学んでくれていたと思います。　先輩の力を上手く使いながら引き続きこの調子でお願いします！
・BNアウトプット会の設定や決算分析を通しても、率先して自分から提案し周囲の人を巻き込んで取り組む姿勢が感じられました。ゆくゆくは先輩の業務への理解を深め、自分の業務の幅を広げていく力強さが見られるのではと期待しています。
・主体的な行動が目立ち、周りを引っ張る力に長けていると思います。勉強会を自ら開くなど、到底できることではないです。 今後は先輩社員とのやり取りが増えると思いますが、適度な緊張感を持って持ち味を殺さずにやってもらいたいです。
・先輩へ頼るのが上手く、また同期への声掛けなども積極的なのかなと思います。情報収集力もあると思うので、発表の見せ方やどのような意見が来るか、という点も意識してもらえるとより良いと思います！
・日報で深い考察を悩みながらも継続できている点は素晴らしいと思います。想定と違うこと、想定どおりだったこと含め、必ず実務に活きてくるので今後も思考を止めずに取り組んでもらえたらと思います！
・4-6月お疲れさまでした！ 何事にも自分の考えをしっかりと持って取り組もうとする姿が印象的でした。 7-9月は関わる業務も増えてくると思うので、さらなる貢献を期待しています。
・主体的にイベントに参加するなど、常にインプットする姿勢は良かったと感じる。今後はそのインプットをアウトプットに変換できることを期待している。"
87,2024/06/27,1000314,2024/04/01,株式会社セプテーニ・ホールディングス,ｾﾌﾟﾃｰﾆ・ﾎｰﾙﾃﾞｨﾝｸﾞｽ 広報部広報課,チームの名サポーター,協調型,調和,13,16,25,13,21,9,28,2,0,0,1,0,0,0,1,8.57,[ 8 10  9  9  5 10],8.5,8.57,6,33,4,67%,67%,33%,50%,50%,0%,83%,33%,50%,0%,17%,33%,0%,33%,33%,"・とても勉強熱心で尊敬します！これからその努力が業務に結びついてくると思うので引き続き頑張ってほしいです。　また、BNながらも疑問に思った点を整理して伝えるのが上手です。今後主体的な業務が増えてくると、個性（良さ）がさらに発揮されると思うので、これからが楽しみです。
・日報を拝見していて、難しい分野にも積極的にインプットをして知識を深められているのだと感じていました。 また理念浸透PJで出してくれたいおりんの案やコメントも良いなと思っていたので今後もいおりんのクリエイティビティを活かした活躍を楽しみにしております！
・上司に対しても、自分の意見をはっきりと述べることができている点は良かったと感じる。常に明るく場を和ますことができるのは天性のものだと思うので今後も引き継ぎその強みを伸ばしていってほしい。
・新しい仕事もすぐにマスターし、主体的に案件を担当してくれるところが素晴らしいです。 自分から積極的に情報収集を行い、学ぼうとする姿勢も良い点だと思います。"
87,2024/06/27,1000302,2024/04/01,株式会社セプテーニ・ホールディングス,ｾﾌﾟﾃｰﾆ・ﾎｰﾙﾃﾞｨﾝｸﾞｽ 財務経理部財務課,戦略的なオールラウンダー,戦略型,分析,18,12,12,8,28,13,17,4,0,0,0,0,1,0,0,7.381,[ 7  6  8 10  8  8  8  6  8  5],7.4,7.381,10,30,6,40%,20%,20%,20%,10%,0%,20%,10%,50%,0%,0%,40%,0%,0%,70%,"・日常の会話において面白さを大事にしている感じがします。また、業務面において開示周りの即戦力としてひっそりと期待しています。そんな立浪さんへの期待にぴったりそうな言葉だと直感的に思ったので、この言葉を授けたいと思います！「確変スイッチ」。セプテーニの昔のスローガンの一つです。
・研修などで教わったことや引き継がれた業務に対して、その目的や背景など本質を理解しようと努力している姿がとても印象的でした！課題としては、タスク管理がまだ少し弱いと感じる部分があるので、先の予定まで見越したスケジューリングができるようになると、さらに良いと思います！
・会計の知識がなかったとしても、業務の本質を理解して進めて、完遂する力が元々備わっているんだろうなぁと感じています。また、興味がある部分に対しては突き詰めていくことが凄く得意だと思うので、今後専門性をさらに高めて成果を出していくことを期待しています。
・入社してすぐにいろいろな仕事を任されていて大変な中でも、淡々とスマートにこなしているような印象です。 今後さらに仕事の幅が広がると思いますが、興味がある分野があればどんどん声を上げて挑戦してみてください！！
・場を調和するのが上手いように感じる。笑顔で話している姿をみると、相手に不快感を与えない存在であり、それは天性のものだと感じるので、今後も伸ばしていってほしい。
・物事の本質を見抜く力が高いく、本質を見抜いたうえでの行動・思考を見習いたいと思った。"
